,id,value,first_seen,last_seen,relationship_count,detections_count
0,905a1445-d3ce-315a-a32f-092dbcf73036,103.77.2.245,2019-03-19,2021-03-04,0,0
1,6ce3fc51-e4a6-304e-800d-eb331eb94529,151.203.147.236,2020-05-19,2021-03-04,0,0
2,74efa75c-b89b-344c-b56e-dc3309264742,14.235.163.240,2019-03-19,2021-03-04,0,0
3,26567b7a-9de5-3068-8e0e-bfad2ebbba53,197.54.176.2,2019-03-19,2021-03-04,0,0
4,93b1699f-9829-3f4e-81c3-b50eeaf3b19d,80.242.13.16,2019-03-19,2021-03-04,0,0
5,bb0da411-a329-3b72-b66b-0b60156eb388,128.234.68.221,2019-03-19,2021-03-04,0,0
6,589686a8-f792-395f-937d-e78db45ea719,120.124.164.104,2020-05-19,2021-03-04,0,0
7,27a3fd56-e2c8-313a-9fd7-5cafb56c5263,200.97.37.109,2019-03-19,2021-03-04,0,0
8,1b0366e4-3c47-3b5b-ae60-d5c959dd5a61,181.176.35.93,2019-03-19,2021-03-04,0,0
9,50b69a65-c455-379d-adc0-87322dc8a0c7,122.94.157.171,2020-05-19,2021-03-04,0,0
10,40768c42-5541-37ce-ac08-b4716d3dbbd4,190.201.110.130,2019-03-19,2021-03-04,0,0
11,d6cb1b40-c729-3163-9f5a-e3ed5485d944,116.103.37.61,2019-03-19,2021-03-04,0,0
12,244b0958-aadb-36d4-8806-a7180d768fcd,43.242.230.102,2019-03-19,2021-03-04,0,0
13,39eeec0d-19c4-3453-ad1b-f2b99f3f0c00,116.105.117.112,2019-03-19,2021-03-04,0,0
14,0f08ad3d-4180-38b4-9602-4dcba340c911,123.28.227.8,2019-03-19,2021-03-04,0,0
15,e21f013a-1cd2-3cb7-adc8-79468542a6a4,89.97.63.124,2020-05-19,2021-03-04,0,0
16,ff112100-baf2-3db3-9c57-ed0814f640b8,113.199.137.128,2019-03-19,2021-03-04,0,0
17,6c922f46-45fc-362a-b0b5-4d264ac31620,110.124.199.115,2020-05-19,2021-03-04,0,0
18,bcc33871-6692-3c6c-aaef-bbc27833d541,178.234.105.171,2019-03-19,2021-03-04,0,0
19,43776f21-1d23-3fa3-ba11-401d19db504b,178.219.7.157,2019-03-19,2021-03-04,0,0
20,b405f9e3-a2c4-3bd8-8192-482e6ba1c2fb,48.33.238.182,2020-05-19,2021-03-04,0,0
21,bb7e7253-9ef9-3108-b47b-8960da5a4ffa,134.35.216.162,2019-03-19,2021-03-04,0,0
22,4b3af006-4daa-3fc0-866a-67bd17c0ea3f,150.76.229.9,2020-05-19,2021-03-04,0,0
23,e0c8431f-b035-32c3-b0eb-10f0bf5a6d74,79.127.5.193,2019-03-19,2021-03-04,0,0
24,d663b1d2-fde8-37d3-8810-a6eb3ef72413,37.255.50.152,2019-03-19,2021-03-04,0,0
25,e3dab456-5f09-31bd-83f7-d5b1976d31dd,55.132.38.108,2020-05-19,2021-03-04,0,0
26,bf85acd2-9d09-34e4-a4af-5905f3592fd1,47.244.94.162,2020-05-19,2021-03-04,0,0
27,4cba49ef-9c73-3400-9a53-eab91b718a08,56.125.43.61,2020-05-19,2021-03-04,0,0
28,49dc4679-4c64-3c81-94dd-1d93a9ab0575,225.87.140.194,2020-05-19,2021-03-04,0,0
29,5d6495cd-80dc-3b28-a0ee-718674f5a661,49.206.115.19,2019-03-19,2021-03-04,0,0
30,ad9bbd01-f4d8-3999-8335-37402c01e52b,237.97.22.82,2020-05-19,2021-03-04,0,0
31,97de45e2-ad15-3a6b-ab30-2ec8e8cea670,71.35.182.74,2020-05-19,2021-03-04,0,0
32,378c120e-d798-3f5c-a8b1-4cfd34588496,96.207.215.88,2020-05-19,2021-03-04,0,0
33,3d024fcf-dd8f-3135-9c94-633562955bc7,93.115.219.142,2019-03-19,2021-03-04,0,0
34,a7d48dc7-d92e-3a33-a021-e03da0b6e5ba,210.6.3.241,2020-05-19,2021-03-04,0,0
35,8fd3a217-a6ee-349c-8a53-a704bf3ed618,105.98.167.184,2019-03-19,2021-03-04,0,0
36,82eb22be-cbcc-38a3-bfea-5db7deccb688,47.31.76.121,2019-03-19,2021-03-04,0,0
37,776e922f-e736-3364-ad7b-3787af71d1af,251.101.3.203,2020-05-19,2021-03-04,0,0
38,fc84e5f7-0878-344e-9044-285a81bf28b6,14.169.89.26,2019-03-19,2021-03-04,0,0
39,bb170e3b-6997-37ed-9d94-3b3e69fb6105,14.187.119.66,2019-03-19,2021-03-04,0,0
40,2692ded2-fd7a-3490-9e35-7eaa8250068b,46.40.244.4,2019-03-19,2021-03-04,0,0
41,29ba9aaa-7601-3631-9ffa-ae73352055f3,70.137.233.37,2020-05-19,2021-03-04,0,0
42,bde7a1f0-c9bd-333f-97d5-c2b4916b989c,123.28.5.75,2019-03-19,2021-03-04,0,0
43,bea11ba5-7c3b-31f8-aaf6-0d9ade78b3cd,201.242.113.58,2019-03-19,2021-03-04,0,0
44,3f1f6e68-e47f-3e68-89d6-fffe209977e0,88.54.175.154,2020-05-19,2021-03-04,0,0
45,349c75e5-b6f3-3e70-abc2-912deaa3f10a,181.99.27.163,2020-05-19,2021-03-04,0,0
46,2c70fa6f-3163-3679-b37d-5f1b5948fe77,176.14.0.184,2019-03-19,2021-03-04,0,0
47,c5cb4bde-b304-3d61-a211-d80ef4ed7f48,82.19.236.178,2020-05-19,2021-03-04,0,0
48,e0a954df-42c0-3033-9daf-865918cdac1d,37.112.90.20,2019-03-19,2021-03-04,0,0
49,4f2b5d40-6efe-3cf3-9b1b-b4aa95d3281c,216.241.77.124,2020-05-19,2021-03-04,0,0
